Pays,Substance,Message
Taiwan,Diéthyl (phénylacétyl) propanédio ate,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Ethyl 3-(2H-1.3-benzodioxol-5- yl) 2-méthyloxirane 2-carboxylate,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,N-phénylpipéridine-4-amine,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Tert-butyl 4-anilinopipéridine-1-carboxylate,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,N-phényl-N-(pipéridine-4-yl) propanamide,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Anhydride acétique,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Phosphore rouge,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Taiwan,Acide phénylacétique,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Acide anthranilique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Taiwan,Pipéridine,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Taiwan,Permanganate de potassium,Autorisation d'exportation requise sans autorisation à l'importation.
Taiwan,Acide chlorhydrique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Taiwan,Acide sulfurique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Taiwan,Toluéne,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Taiwan,Ether éthylique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Taiwan,Acétone,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Taiwan,Méthyléthylcétone,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Taiwan,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Taiwan,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Taiwan,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation requise mais pas d'information à l'importation.
Taiwan,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation requise mais pas d'information à l'importation.
Tanzanie,Méthyl 3-(1.3-benzodioxol-5-yl)-2-méthyloxirane-2-carboxylate (méthylglycidate de PMK),Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Acide 3-(1.3-benzodioxol-5-yl)-2- méthyloxirane-2-carboxylique,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Alpha-phénylacétoacétamide,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Méthyl 2-méthyl-3-phényloxirane-2-carboxylate,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Acide 2-méthyl-3-phényloxirane-2-carboxylique,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Méthyl alpha-phénylacétoacétate(MAPA),Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Phényl 1 Propanone 2,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Acide N-acétylanthranilique,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Isosafrole (cis + trans),Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,3.4-Méthylénedioxy-phénylpropane-2-one,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Pipéronal,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Safrole,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Chloroéphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Chloropseudoéphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Ephédrine (matiére premiére),Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Pseudoéphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Noréphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Ergométrine,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Ergotamine,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Acide lysergique,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Huile de sassafras,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Alpha-phénylacétoacétonitrile,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,4-anilino-N-phénétyl-piperidine(ANPP),Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,N-phénétyl-4-pipréridone(NPP),Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Alpha-phénylacétoacétate d'éthyle,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,3-oxo-2-(3.4-méthylénedioxyphényl) butanoate de méthyle,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Diéthyl (phénylacétyl) propanédio ate,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Ethyl 3-(2H-1.3-benzodioxol-5- yl) 2-méthyloxirane 2-carboxylate,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,N-phénylpipéridine-4-amine,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Tert-butyl 4-anilinopipéridine-1-carboxylate,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,N-phényl-N-(pipéridine-4-yl) propanamide,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Anhydride acétique,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Phosphore rouge,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Tanzanie,Acide phénylacétique,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Acide anthranilique,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Pipéridine,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Permanganate de potassium,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Acide chlorhydrique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Tanzanie,Acide sulfurique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Tanzanie,Toluéne,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Ether éthylique,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Acétone,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Méthyléthylcétone,Autorisation d'exportation requise sans autorisation à l'importation.
Tanzanie,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Tanzanie,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Tanzanie,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Tanzanie,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Tchad,Méthyl 3-(1.3-benzodioxol-5-yl)-2-méthyloxirane-2-carboxylate (méthylglycidate de PMK),Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Acide 3-(1.3-benzodioxol-5-yl)-2- méthyloxirane-2-carboxylique,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Alpha-phénylacétoacétamide,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Méthyl 2-méthyl-3-phényloxirane-2-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Acide 2-méthyl-3-phényloxirane-2-carboxylique,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Méthyl alpha-phénylacétoacétate(MAPA),Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Phényl 1 Propanone 2,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Acide N-acétylanthranilique,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Isosafrole (cis + trans),Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,3.4-Méthylénedioxy-phénylpropane-2-one,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Pipéronal,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Safrole,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Chloroéphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Chloropseudoéphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Ephédrine (matiére premiére),Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Pseudoéphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Noréphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Ergométrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Ergotamine,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Acide lysergique,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Huile de sassafras,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Alpha-phénylacétoacétonitrile,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,4-anilino-N-phénétyl-piperidine(ANPP),Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,N-phénétyl-4-pipréridone(NPP),Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Alpha-phénylacétoacétate d'éthyle,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,3-oxo-2-(3.4-méthylénedioxyphényl) butanoate de méthyle,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Diéthyl (phénylacétyl) propanédio ate,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Ethyl 3-(2H-1.3-benzodioxol-5- yl) 2-méthyloxirane 2-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,N-phénylpipéridine-4-amine,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Tert-butyl 4-anilinopipéridine-1-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,N-phényl-N-(pipéridine-4-yl) propanamide,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Anhydride acétique,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Phosphore rouge,Pas d'autorisation d'exportation requise et pas d'information à l'importation.
Tchad,Acide phénylacétique,Autorisation d'exportation requise mais pas d'information à l'importation.
Tchad,Acide anthranilique,Pas d'autorisation d'exportation requise et pas d'information à l'importation.
Tchad,Pipéridine,Pas d'autorisation d'exportation requise et pas d'information à l'importation.
Tchad,Permanganate de potassium,Autorisation d'exportation requise sans autorisation à l'importation.
Tchad,Acide chlorhydrique,Pas d'autorisation d'exportation requise et pas d'information à l'importation.
Tchad,Acide sulfurique,Pas d'autorisation d'exportation requise et pas d'information à l'importation.
Tchad,Toluéne,Pas d'autorisation d'exportation requise et pas d'information à l'importation.
Tchad,Ether éthylique,Pas d'autorisation d'exportation requise et pas d'information à l'importation.
